AccidentUID,AccidentType,AccidentType_de,AccidentType_fr,AccidentType_it,AccidentType_en,AccidentSeverityCategory,AccidentSeverityCategory_de,AccidentSeverityCategory_fr,AccidentSeverityCategory_it,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_de,RoadType_fr,RoadType_it,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_de,AccidentMonth_fr,AccidentMonth_it,AccidentMonth_en,AccidentWeekDay,AccidentWeekDay_de,AccidentWeekDay_fr,AccidentWeekDay_it,AccidentWeekDay_en,AccidentHour,AccidentHour_text,Datum,weather_condition,temperature
00098A695D7B01B0E0630AB38B02C0F4,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683261,1252404,ZH,261,2023,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,17,17,2023-06-02,clear-day,26.0
00098A69A3EE01B0E0630AB38B02C0F4,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683812,1247240,ZH,261,2023,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,18,18,2023-07-10,partly-cloudy-day,30.0
00098A69A4D101B0E0630AB38B02C0F4,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,TRUE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683053,1247470,ZH,261,2023,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,6,06,2023-06-27,partly-cloudy-day,18.0
00098A69D14001B0E0630AB38B02C0F4,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683433,1250736,ZH,261,2023,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,8,08,2023-07-12,partly-cloudy-day,22.0
000A1673CBB50226E0630AB38B0280E9,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683183,1248684,ZH,261,2023,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,18,18,2023-07-03,partly-cloudy-day,23.0
000A1673CC080226E0630AB38B0280E9,at6,Frontalkollision,collision frontale,Collisione frontale,Accident with head-on collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2680578,1249453,ZH,261,2023,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,16,16,2023-06-30,rain,18.0
000A1673CEA80226E0630AB38B0280E9,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683401,1247623,ZH,261,2023,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,17,17,2023-06-17,partly-cloudy-day,28.0
000A1673CEF00226E0630AB38B0280E9,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683950,1251260,ZH,261,2023,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,19,19,2023-06-27,clear-day,22.0
000A4B8A61BA02AAE0630AB38B024CF6,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt439,andere,autre,Altro,Other,2683156,1248566,ZH,261,2023,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,8,08,2023-07-12,partly-cloudy-day,22.0
000A4B8AB84302AAE0630AB38B024CF6,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684247,1248316,ZH,261,2023,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,10,10,2023-06-01,clear-day,22.0
000A4B8AB90702AAE0630AB38B024CF6,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684747,1246970,ZH,261,2023,4,April,avril,Aprile,April,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,10,10,2023-04-26,partly-cloudy-day,11.0
000A4B8ABCEF02AAE0630AB38B024CF6,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2679750,1249227,ZH,261,2023,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,13,13,2023-07-01,partly-cloudy-day,23.0
000ABEEEDB4602C2E0630AB38B02EC93,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2686646,1245952,ZH,261,2023,6,Juni,juin,Giugno,June,aw401,Montag,lundi,Lunedí,Monday,16,16,2023-06-05,partly-cloudy-day,25.0
000ABEEEDED602C2E0630AB38B02EC93,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,TRUE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683609,1247719,ZH,261,2023,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,11,11,2023-07-07,partly-cloudy-day,27.0
001021DDF54601CEE0630AB38B02EEA2,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2686799,1248735,ZH,261,2023,6,Juni,juin,Giugno,June,aw402,Dienstag,mardi,Martedì,Tuesday,22,22,2023-06-13,clear-night,18.0
001021DE077B01CEE0630AB38B02EEA2,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2678004,1249086,ZH,261,2023,5,Mai,mai,Maggio,May,aw404,Donnerstag,jeudi,Giovedì,Thursday,8,08,2023-05-25,partly-cloudy-day,13.0
001021DE120E01CEE0630AB38B02EEA2,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682789,1247870,ZH,261,2023,7,Juli,juillet,Luglio,July,aw402,Dienstag,mardi,Martedì,Tuesday,21,21,2023-07-11,rain,21.8
001CD26EC85401A2E0630AB38B025586,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681592,1247490,ZH,261,2023,5,Mai,mai,Maggio,May,aw404,Donnerstag,jeudi,Giovedì,Thursday,11,11,2023-05-25,partly-cloudy-day,16.0
001CD27DDFBD011AE0630AB38B02A1E9,at00,Andere,autres,Altri,Other,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680106,1249896,ZH,261,2023,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,12,12,2023-06-09,clear-day,26.0
001CD27DE015011AE0630AB38B02A1E9,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,TRUE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2681341,1249201,ZH,261,2023,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,10,10,2023-06-09,clear-day,24.0
001CD27DE2A5011AE0630AB38B02A1E9,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683385,1251688,ZH,261,2023,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,12,12,2023-07-08,partly-cloudy-day,25.0
001CD27DE336011AE0630AB38B02A1E9,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682294,1247065,ZH,261,2023,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,18,18,2023-07-06,partly-cloudy-day,25.0
001CD27DE58A011AE0630AB38B02A1E9,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681386,1246129,ZH,261,2023,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,16,16,2023-07-06,rain,25.0
001CD2B6B8180194E0630AB38B02FD86,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2681873,1245682,ZH,261,2023,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,18,18,2023-07-03,partly-cloudy-day,23.0
001CD2B6B9540194E0630AB38B02FD86,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680663,1246163,ZH,261,2023,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,19,19,2023-07-07,cloudy,28.0
001CD2B6C9690194E0630AB38B02FD86,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680561,1248289,ZH,261,2023,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,23,23,2023-07-06,clear-night,17.0
001CD2B6D49C0194E0630AB38B02FD86,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683323,1247987,ZH,261,2023,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,19,19,2023-07-10,partly-cloudy-day,29.0
001CD2B6ED900194E0630AB38B02FD86,at2,Auffahrunfall,accident par tamponnement,Incidente di tamponamento,Accident with rear-end collision,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683950,1251261,ZH,261,2023,7,Juli,juillet,Luglio,July,aw402,Dienstag,mardi,Martedì,Tuesday,19,19,2023-07-11,rain,31.0
001CD2B6F0C90194E0630AB38B02FD86,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2685555,1246259,ZH,261,2023,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,15,15,2023-07-01,partly-cloudy-day,21.0
001CD2B706500194E0630AB38B02FD86,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682735,1246519,ZH,261,2023,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,7,07,2023-07-07,clear-day,19.0
001CD2BC129C028EE0630AB38B02536D,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683409,1248896,ZH,261,2023,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,22,22,2023-07-06,clear-night,17.0
001CD2BC205A0254E0630AB38B025050,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2685597,1250402,ZH,261,2023,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,15,15,2023-07-01,partly-cloudy-day,21.0
001CD2BC3D930254E0630AB38B025050,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2679447,1253025,ZH,261,2023,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,22,22,2023-06-29,partly-cloudy-night,20.0
001CD2BC65D40254E0630AB38B025050,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2682920,1247585,ZH,261,2023,6,Juni,juin,Giugno,June,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,13,13,2023-06-21,cloudy,26.0
001CD348DC910136E0630AB38B02005C,at9,Tierunfall,accident impliquant des animaux,Incidente con animali,Accident involving animal(s),as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2685290,1251379,ZH,261,2023,7,Juli,juillet,Luglio,July,aw406,Samstag,samedi,Sabato,Saturday,12,12,2023-07-01,partly-cloudy-day,23.0
001CD348DCF00136E0630AB38B02005C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2680901,1248059,ZH,261,2023,7,Juli,juillet,Luglio,July,aw407,Sonntag,dimanche,Domenica,Sunday,2,02,2023-07-02,rain,16.0
001CD348DE650136E0630AB38B02005C,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682725,1246839,ZH,261,2023,4,April,avril,Aprile,April,aw407,Sonntag,dimanche,Domenica,Sunday,14,14,2023-04-16,rain,8.0
001CD602541A01ECE0630AB38B025E69,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2684941,1250978,ZH,261,2023,7,Juli,juillet,Luglio,July,aw404,Donnerstag,jeudi,Giovedì,Thursday,10,10,2023-07-06,rain,21.6
001CD602603C01ECE0630AB38B025E69,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683984,1253553,ZH,261,2023,6,Juni,juin,Giugno,June,aw406,Samstag,samedi,Sabato,Saturday,14,14,2023-06-10,partly-cloudy-day,26.0
001F64C6F0E7026EE0630AB38B028AC4,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683312,1247055,ZH,261,2023,6,Juni,juin,Giugno,June,aw407,Sonntag,dimanche,Domenica,Sunday,23,23,2023-06-25,partly-cloudy-night,18.3
001F64C6F136026EE0630AB38B028AC4,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683635,1251217,ZH,261,2023,7,Juli,juillet,Luglio,July,aw405,Freitag,vendredi,Venerdì,Friday,19,19,2023-07-07,cloudy,28.0
001F64C6F23D026EE0630AB38B028AC4,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682280,1249786,ZH,261,2023,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,7,07,2023-07-05,partly-cloudy-day,19.0
001F64C70DBB026EE0630AB38B028AC4,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2681414,1248434,ZH,261,2023,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,17,17,2023-06-22,rain,23.0
00207EC1B1EC0112E0630AB38B026D9F,at5,Überqueren der Fahrbahn,accident en traversant une route,Incidente nell'attraversare la carreggiata,Accident when crossing the lane(s),as2,Unfall mit Schwerverletzten,accident avec blessés graves,Incidente con feriti gravi,Accident with severe injuries,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2681409,1247757,ZH,261,2023,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,7,07,2023-06-02,clear-day,18.0
00207EC1CEFC0112E0630AB38B026D9F,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,TRUE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2679877,1248941,ZH,261,2023,6,Juni,juin,Giugno,June,aw405,Freitag,vendredi,Venerdì,Friday,21,21,2023-06-23,partly-cloudy-night,17.8
00207EC1DAFB0112E0630AB38B026D9F,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683141,1246660,ZH,261,2023,4,April,avril,Aprile,April,aw406,Samstag,samedi,Sabato,Saturday,13,13,2023-04-22,partly-cloudy-day,19.0
002219EB9EE6012AE0630AB38B02E361,at3,Abbiegeunfall,accident en quittant une route,Incidente nello svoltare,Accident when turning left or right,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682362,1247133,ZH,261,2023,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,13,13,2023-06-22,cloudy,28.0
003105C9530801D6E0630AB38B02D6F0,at0,Schleuder- oder Selbstunfall,dérapage ou perte de maîtrise,Incidente di sbandamento o per colpa propria,Accident with skidding or self-accident,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2679268,1248467,ZH,261,2023,5,Mai,mai,Maggio,May,aw404,Donnerstag,jeudi,Giovedì,Thursday,7,07,2023-05-25,partly-cloudy-day,12.0
003105C976B501D6E0630AB38B02D6F0,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,TRUE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2681609,1247599,ZH,261,2023,6,Juni,juin,Giugno,June,aw404,Donnerstag,jeudi,Giovedì,Thursday,16,16,2023-06-15,partly-cloudy-day,24.3
003105C9840D01D6E0630AB38B02D6F0,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt432,Hauptstrasse,route principale,Strada principale,Principal road,2683904,1247213,ZH,261,2023,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,12,12,2023-07-05,rain,18.1
003105C988F001D6E0630AB38B02D6F0,at1,Überholunfall oder Fahrstreifenwechsel,accident lors d'un dépassement ou lors d'un changement de voie de circulation,Incidente di sorpasso o al cambiamento di corsia,Accident when overtaking or changing lanes,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682207,1247734,ZH,261,2023,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,20,20,2023-07-05,partly-cloudy-night,16.7
003105C989E901D6E0630AB38B02D6F0,at7,Parkierunfall,accident en parquant,Incidente nel parcheggiare,Accident when parking,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt439,andere,autre,Altro,Other,2681334,1246219,ZH,261,2023,7,Juli,juillet,Luglio,July,aw401,Montag,lundi,Lunedí,Monday,11,11,2023-07-10,partly-cloudy-day,27.0
003105C98A8001D6E0630AB38B02D6F0,at4,Einbiegeunfall,accident en s'engageant sur une route,Incidente nell’immettersi in una strada,Accident when turning-into main road,as4,Unfall mit Sachschaden,accident avec dommages matériels,Incidente con danni materiali,Accident with property damage,FALSE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2683455,1248012,ZH,261,2023,7,Juli,juillet,Luglio,July,aw403,Mittwoch,mercredi,Mercoledì,Wednesday,19,19,2023-07-12,rain,19.0
003137EAD1C201A6E0630AB38B029046,at8,Fussgängerunfall,accident impliquant des piétons,Incidente con pedoni,Accident involving pedestrian(s),as3,Unfall mit Leichtverletzten,accident avec blessés légers,Incidente con feriti leggeri,Accident with light injuries,TRUE,FALSE,FALSE,rt433,Nebenstrasse,route secondaire,Strada secondaria,Minor road,2682764,1250722,ZH,261,2023,7,Juli,juillet,Luglio,July,aw402,Dienstag,mardi,Martedì,Tuesday,15,15,2023-07-11,cloudy,36.0
