"","AccidentUID","AccidentType","AccidentType_de","AccidentType_fr","AccidentType_it","AccidentType_en","AccidentSeverityCategory","AccidentSeverityCategory_de","AccidentSeverityCategory_fr","AccidentSeverityCategory_it","AccidentSeverityCategory_en","AccidentInvolvingPedestrian","AccidentInvolvingBicycle","AccidentInvolvingMotorcycle","RoadType","RoadType_de","RoadType_fr","RoadType_it","RoadType_en","AccidentLocation_CHLV95_E","AccidentLocation_CHLV95_N","CantonCode","MunicipalityCode","AccidentYear","AccidentMonth","AccidentMonth_de","AccidentMonth_fr","AccidentMonth_it","AccidentMonth_en","AccidentWeekDay","AccidentWeekDay_de","AccidentWeekDay_fr","AccidentWeekDay_it","AccidentWeekDay_en","AccidentHour","AccidentHour_text","Datum"
"1","00098A695D7B01B0E0630AB38B02C0F4","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683261,1252404,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw405","Freitag","vendredi","Venerdì","Friday",17,"17h-18h","02.06.23"
"2","00098A69A3EE01B0E0630AB38B02C0F4","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683812,1247240,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw401","Montag","lundi","Lunedí","Monday",18,"18h-19h","10.07.23"
"3","00098A69A4D101B0E0630AB38B02C0F4","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","true","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683053,1247470,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw402","Dienstag","mardi","Martedì","Tuesday",6,"06h-07h","27.06.23"
"4","00098A69D14001B0E0630AB38B02C0F4","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683433,1250736,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",8,"08h-09h","12.07.23"
"5","000A1673CBB50226E0630AB38B0280E9","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683183,1248684,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw401","Montag","lundi","Lunedí","Monday",18,"18h-19h","03.07.23"
"6","000A1673CC080226E0630AB38B0280E9","at6","Frontalkollision","collision frontale","Collisione frontale","Accident with head-on collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2680578,1249453,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw405","Freitag","vendredi","Venerdì","Friday",16,"16h-17h","30.06.23"
"7","000A1673CEA80226E0630AB38B0280E9","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683401,1247623,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw406","Samstag","samedi","Sabato","Saturday",17,"17h-18h","17.06.23"
"8","000A1673CEF00226E0630AB38B0280E9","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683950,1251260,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw402","Dienstag","mardi","Martedì","Tuesday",19,"19h-20h","27.06.23"
"9","000A4B8A61BA02AAE0630AB38B024CF6","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt439","andere","autre","Altro","Other",2683156,1248566,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",8,"08h-09h","12.07.23"
"10","000A4B8AB84302AAE0630AB38B024CF6","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684247,1248316,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","01.06.23"
"11","000A4B8AB90702AAE0630AB38B024CF6","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684747,1246970,"ZH",261,2023,4,"April","avril","Aprile","April","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",10,"10h-11h","26.04.23"
"12","000A4B8ABCEF02AAE0630AB38B024CF6","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2679750,1249227,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",13,"13h-14h","01.07.23"
"13","000ABEEEDB4602C2E0630AB38B02EC93","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2686646,1245952,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw401","Montag","lundi","Lunedí","Monday",16,"16h-17h","05.06.23"
"14","000ABEEEDED602C2E0630AB38B02EC93","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683609,1247719,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",11,"11h-12h","07.07.23"
"15","001021DDF54601CEE0630AB38B02EEA2","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2686799,1248735,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw402","Dienstag","mardi","Martedì","Tuesday",22,"22h-23h","13.06.23"
"16","001021DE077B01CEE0630AB38B02EEA2","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2678004,1249086,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw404","Donnerstag","jeudi","Giovedì","Thursday",8,"08h-09h","25.05.23"
"17","001021DE120E01CEE0630AB38B02EEA2","at3","Abbiegeunfall","accident en quittant une route","Incidente nello svoltare","Accident when turning left or right","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682789,1247870,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw402","Dienstag","mardi","Martedì","Tuesday",21,"21h-22h","11.07.23"
"18","001CD26EC85401A2E0630AB38B025586","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681592,1247490,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw404","Donnerstag","jeudi","Giovedì","Thursday",11,"11h-12h","25.05.23"
"19","001CD27DDFBD011AE0630AB38B02A1E9","at00","Andere","autres","Altri","Other","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680106,1249896,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw405","Freitag","vendredi","Venerdì","Friday",12,"12h-13h","09.06.23"
"20","001CD27DE015011AE0630AB38B02A1E9","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as2","Unfall mit Schwerverletzten","accident avec blessés graves","Incidente con feriti gravi","Accident with severe injuries","true","false","true","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2681341,1249201,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw405","Freitag","vendredi","Venerdì","Friday",10,"10h-11h","09.06.23"
"21","001CD27DE2A5011AE0630AB38B02A1E9","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683385,1251688,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",12,"12h-13h","08.07.23"
"22","001CD27DE336011AE0630AB38B02A1E9","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682294,1247065,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw404","Donnerstag","jeudi","Giovedì","Thursday",18,"18h-19h","06.07.23"
"23","001CD27DE58A011AE0630AB38B02A1E9","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681386,1246129,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw404","Donnerstag","jeudi","Giovedì","Thursday",16,"16h-17h","06.07.23"
"24","001CD2B6B8180194E0630AB38B02FD86","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt439","andere","autre","Altro","Other",2681873,1245682,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw401","Montag","lundi","Lunedí","Monday",18,"18h-19h","03.07.23"
"25","001CD2B6B9540194E0630AB38B02FD86","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680663,1246163,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",19,"19h-20h","07.07.23"
"26","001CD2B6C9690194E0630AB38B02FD86","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680561,1248289,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw404","Donnerstag","jeudi","Giovedì","Thursday",23,"23h-00h","06.07.23"
"27","001CD2B6D49C0194E0630AB38B02FD86","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683323,1247987,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw401","Montag","lundi","Lunedí","Monday",19,"19h-20h","10.07.23"
"28","001CD2B6ED900194E0630AB38B02FD86","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683950,1251261,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw402","Dienstag","mardi","Martedì","Tuesday",19,"19h-20h","11.07.23"
"29","001CD2B6F0C90194E0630AB38B02FD86","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2685555,1246259,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",15,"15h-16h","01.07.23"
"30","001CD2B706500194E0630AB38B02FD86","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682735,1246519,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",7,"07h-08h","07.07.23"
"31","001CD2BC129C028EE0630AB38B02536D","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683409,1248896,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw404","Donnerstag","jeudi","Giovedì","Thursday",22,"22h-23h","06.07.23"
"32","001CD2BC205A0254E0630AB38B025050","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2685597,1250402,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",15,"15h-16h","01.07.23"
"33","001CD2BC3D930254E0630AB38B025050","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679447,1253025,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",22,"22h-23h","29.06.23"
"34","001CD2BC65D40254E0630AB38B025050","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2682920,1247585,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",13,"13h-14h","21.06.23"
"35","001CD348DC910136E0630AB38B02005C","at9","Tierunfall","accident impliquant des animaux","Incidente con animali","Accident involving animal(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2685290,1251379,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw406","Samstag","samedi","Sabato","Saturday",12,"12h-13h","01.07.23"
"36","001CD348DCF00136E0630AB38B02005C","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680901,1248059,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw407","Sonntag","dimanche","Domenica","Sunday",2,"02h-03h","02.07.23"
"37","001CD348DE650136E0630AB38B02005C","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682725,1246839,"ZH",261,2023,4,"April","avril","Aprile","April","aw407","Sonntag","dimanche","Domenica","Sunday",14,"14h-15h","16.04.23"
"38","001CD602541A01ECE0630AB38B025E69","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684941,1250978,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","06.07.23"
"39","001CD602603C01ECE0630AB38B025E69","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683984,1253553,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw406","Samstag","samedi","Sabato","Saturday",14,"14h-15h","10.06.23"
"40","001F64C6F0E7026EE0630AB38B028AC4","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683312,1247055,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw407","Sonntag","dimanche","Domenica","Sunday",23,"23h-00h","25.06.23"
"41","001F64C6F136026EE0630AB38B028AC4","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683635,1251217,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw405","Freitag","vendredi","Venerdì","Friday",19,"19h-20h","07.07.23"
"42","001F64C6F23D026EE0630AB38B028AC4","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","true","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682280,1249786,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",7,"07h-08h","05.07.23"
"43","001F64C70DBB026EE0630AB38B028AC4","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2681414,1248434,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",17,"17h-18h","22.06.23"
"44","00207EC1B1EC0112E0630AB38B026D9F","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as2","Unfall mit Schwerverletzten","accident avec blessés graves","Incidente con feriti gravi","Accident with severe injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681409,1247757,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw405","Freitag","vendredi","Venerdì","Friday",7,"07h-08h","02.06.23"
"45","00207EC1CEFC0112E0630AB38B026D9F","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679877,1248941,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw405","Freitag","vendredi","Venerdì","Friday",21,"21h-22h","23.06.23"
"46","00207EC1DAFB0112E0630AB38B026D9F","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683141,1246660,"ZH",261,2023,4,"April","avril","Aprile","April","aw406","Samstag","samedi","Sabato","Saturday",13,"13h-14h","22.04.23"
"47","002219EB9EE6012AE0630AB38B02E361","at3","Abbiegeunfall","accident en quittant une route","Incidente nello svoltare","Accident when turning left or right","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682362,1247133,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",13,"13h-14h","22.06.23"
"48","003105C9530801D6E0630AB38B02D6F0","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679268,1248467,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw404","Donnerstag","jeudi","Giovedì","Thursday",7,"07h-08h","25.05.23"
"49","003105C976B501D6E0630AB38B02D6F0","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2681609,1247599,"ZH",261,2023,6,"Juni","juin","Giugno","June","aw404","Donnerstag","jeudi","Giovedì","Thursday",16,"16h-17h","15.06.23"
"50","003105C9840D01D6E0630AB38B02D6F0","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683904,1247213,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",12,"12h-13h","05.07.23"
"51","003105C988F001D6E0630AB38B02D6F0","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682207,1247734,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",20,"20h-21h","05.07.23"
"52","003105C989E901D6E0630AB38B02D6F0","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2681334,1246219,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw401","Montag","lundi","Lunedí","Monday",11,"11h-12h","10.07.23"
"53","003105C98A8001D6E0630AB38B02D6F0","at4","Einbiegeunfall","accident en s'engageant sur une route","Incidente nell’immettersi in una strada","Accident when turning-into main road","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683455,1248012,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",19,"19h-20h","12.07.23"
"54","003137EAD1C201A6E0630AB38B029046","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","true","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682764,1250722,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw402","Dienstag","mardi","Martedì","Tuesday",15,"15h-16h","11.07.23"
"55","003137EAD22601A6E0630AB38B029046","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683891,1246389,"ZH",261,2023,7,"Juli","juillet","Luglio","July","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",12,"12h-13h","12.07.23"
"56","003137EB14BF01A6E0630AB38B029046","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682575,1250208,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw402","Dienstag","mardi","Martedì","Tuesday",14,"14h-15h","23.05.23"
