"","AccidentUID","AccidentType","AccidentType_de","AccidentType_fr","AccidentType_it","AccidentType_en","AccidentSeverityCategory","AccidentSeverityCategory_de","AccidentSeverityCategory_fr","AccidentSeverityCategory_it","AccidentSeverityCategory_en","AccidentInvolvingPedestrian","AccidentInvolvingBicycle","AccidentInvolvingMotorcycle","RoadType","RoadType_de","RoadType_fr","RoadType_it","RoadType_en","AccidentLocation_CHLV95_E","AccidentLocation_CHLV95_N","CantonCode","MunicipalityCode","AccidentYear","AccidentMonth","AccidentMonth_de","AccidentMonth_fr","AccidentMonth_it","AccidentMonth_en","AccidentWeekDay","AccidentWeekDay_de","AccidentWeekDay_fr","AccidentWeekDay_it","AccidentWeekDay_en","AccidentHour","AccidentHour_text","Datum"
"1170","0C36572A00A701FEE0630AB38B02DF2A","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683679,1246499,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw404","Donnerstag","jeudi","Giovedì","Thursday",6,"06h-07h","07.12.23"
"1171","0C36572A14A701FEE0630AB38B02DF2A","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680588,1248078,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw406","Samstag","samedi","Sabato","Saturday",16,"16h-17h","09.12.23"
"1172","0C382F4AE1CE0106E0630AB38B02E291","at9","Tierunfall","accident impliquant des animaux","Incidente con animali","Accident involving animal(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682483,1243340,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw401","Montag","lundi","Lunedí","Monday",22,"22h-23h","23.10.23"
"1173","0C382F4AE21E0106E0630AB38B02E291","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684546,1246561,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw407","Sonntag","dimanche","Domenica","Sunday",15,"15h-16h","10.12.23"
"1174","0C382F4AE34A0106E0630AB38B02E291","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683280,1250860,"ZH",261,2023,11,"November","novembre","Novembre","November","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",19,"19h-20h","22.11.23"
"1175","0C382F4AE37E0106E0630AB38B02E291","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682867,1246435,"ZH",261,2023,11,"November","novembre","Novembre","November","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",21,"21h-22h","22.11.23"
"1176","0C382F4B03A70106E0630AB38B02E291","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2682602,1247680,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",18,"18h-19h","04.10.23"
"1177","0C382F4B42D60106E0630AB38B02E291","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681037,1246320,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","07.12.23"
"1178","0C382F4B43330106E0630AB38B02E291","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt439","andere","autre","Altro","Other",2683787,1252967,"ZH",261,2023,11,"November","novembre","Novembre","November","aw404","Donnerstag","jeudi","Giovedì","Thursday",8,"08h-09h","02.11.23"
"1179","0C3833E13B550170E0630AB38B02AA7A","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682493,1248148,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw405","Freitag","vendredi","Venerdì","Friday",1,"01h-02h","01.12.23"
"1180","0C3833E13C1B0170E0630AB38B02AA7A","at4","Einbiegeunfall","accident en s'engageant sur une route","Incidente nell’immettersi in una strada","Accident when turning-into main road","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680651,1247321,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw401","Montag","lundi","Lunedí","Monday",12,"12h-13h","11.12.23"
"1181","0C3833E13DB40170E0630AB38B02AA7A","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","true","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683695,1247493,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","26.10.23"
"1182","0C3833E1BF5401A0E0630AB38B02D7BB","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681623,1242093,"ZH",261,2023,11,"November","novembre","Novembre","November","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",12,"12h-13h","22.11.23"
"1183","0C3833E1BFA501A0E0630AB38B02D7BB","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682303,1243262,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw405","Freitag","vendredi","Venerdì","Friday",10,"10h-11h","08.12.23"
"1184","0C3833E1C02501A0E0630AB38B02D7BB","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682047,1248260,"ZH",261,2023,11,"November","novembre","Novembre","November","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","23.11.23"
"1185","0C3C1FE1367F027AE0630AB38B020CAD","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683217,1250817,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw401","Montag","lundi","Lunedí","Monday",13,"13h-14h","11.12.23"
"1186","0C3C1FE13716027AE0630AB38B020CAD","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683250,1246938,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw401","Montag","lundi","Lunedí","Monday",11,"11h-12h","11.12.23"
"1187","0C3D7370C023013AE0630AB38B020783","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681090,1245282,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw401","Montag","lundi","Lunedí","Monday",15,"15h-16h","30.10.23"
"1188","0C3D7371062B013AE0630AB38B020783","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683358,1249464,"ZH",261,2023,11,"November","novembre","Novembre","November","aw404","Donnerstag","jeudi","Giovedì","Thursday",8,"08h-09h","30.11.23"
"1189","0C3D737106B6013AE0630AB38B020783","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682671,1244281,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",11,"11h-12h","06.12.23"
"1190","0C3D73715017013AE0630AB38B020783","at9","Tierunfall","accident impliquant des animaux","Incidente con animali","Accident involving animal(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682777,1249624,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw407","Sonntag","dimanche","Domenica","Sunday",17,"17h-18h","29.10.23"
"1191","0C3D737151ED013AE0630AB38B020783","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682068,1247138,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw407","Sonntag","dimanche","Domenica","Sunday",0,"00h-01h","10.12.23"
"1192","0C3F207CEDA40114E0630AB38B025100","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683326,1246990,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw405","Freitag","vendredi","Venerdì","Friday",18,"18h-19h","08.12.23"
"1193","0C3F207CF1D10114E0630AB38B025100","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680459,1248711,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",12,"12h-13h","12.12.23"
"1194","0C4A3BCDF9920178E0630AB38B02942D","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680595,1248590,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",14,"14h-15h","12.12.23"
"1195","0C4A3BCE19E20178E0630AB38B02942D","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2685660,1245267,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw404","Donnerstag","jeudi","Giovedì","Thursday",8,"08h-09h","07.12.23"
"1196","0C4A3BCE38410178E0630AB38B02942D","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2679028,1250876,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw404","Donnerstag","jeudi","Giovedì","Thursday",19,"19h-20h","05.10.23"
"1197","0C4A3BCE44580178E0630AB38B02942D","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682078,1248005,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw407","Sonntag","dimanche","Domenica","Sunday",19,"19h-20h","10.12.23"
"1198","0C4A3BCE448C0178E0630AB38B02942D","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682622,1251628,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",15,"15h-16h","12.12.23"
"1199","0C4A3BCE452B0178E0630AB38B02942D","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682246,1248048,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw401","Montag","lundi","Lunedí","Monday",8,"08h-09h","18.12.23"
"1200","0C4BE1506BB00184E0630AB38B023367","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2678359,1248773,"ZH",261,2023,11,"November","novembre","Novembre","November","aw401","Montag","lundi","Lunedí","Monday",13,"13h-14h","27.11.23"
"1201","0C4E481D908F0108E0630AB38B02A99F","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684033,1246367,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",13,"13h-14h","12.12.23"
"1202","0C4E481DFC4A0108E0630AB38B02A99F","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2683030,1248397,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw406","Samstag","samedi","Sabato","Saturday",15,"15h-16h","14.10.23"
"1203","0C5FD887B837017EE0630AB38B022A27","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683457,1248012,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",10,"10h-11h","12.12.23"
"1204","0C5FD887BEC7017EE0630AB38B022A27","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682253,1247058,"ZH",261,2023,11,"November","novembre","Novembre","November","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",9,"09h-10h","15.11.23"
"1205","0C60075074470276E0630AB38B02A2D4","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684008,1247003,"ZH",261,2023,11,"November","novembre","Novembre","November","aw404","Donnerstag","jeudi","Giovedì","Thursday",10,"10h-11h","16.11.23"
"1206","0C600750B4260276E0630AB38B02A2D4","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683841,1246556,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw406","Samstag","samedi","Sabato","Saturday",18,"18h-19h","02.12.23"
"1207","0C60075107B40276E0630AB38B02A2D4","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683750,1246520,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",13,"13h-14h","19.12.23"
"1208","0C6029A91575010AE0630AB38B021D0F","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682885,1242908,"ZH",261,2023,9,"September","septembre","Settembre","September","aw401","Montag","lundi","Lunedí","Monday",8,"08h-09h","18.09.23"
"1209","0C6029A915A4010AE0630AB38B021D0F","at4","Einbiegeunfall","accident en s'engageant sur une route","Incidente nell’immettersi in una strada","Accident when turning-into main road","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","true","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682534,1244021,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw405","Freitag","vendredi","Venerdì","Friday",8,"08h-09h","08.12.23"
"1210","0C6029A93383010AE0630AB38B021D0F","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2678851,1252027,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw407","Sonntag","dimanche","Domenica","Sunday",23,"23h-00h","17.12.23"
"1211","0C6029C7510A0180E0630AB38B02EB4D","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2681952,1249940,"ZH",261,2023,9,"September","septembre","Settembre","September","aw405","Freitag","vendredi","Venerdì","Friday",11,"11h-12h","22.09.23"
"1212","0C643B234DAC02F8E0630AB38B0252D8","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684335,1245495,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",8,"08h-09h","12.12.23"
"1213","0C643B234E8902F8E0630AB38B0252D8","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2680379,1250499,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw407","Sonntag","dimanche","Domenica","Sunday",21,"21h-22h","10.12.23"
"1214","0C668CDCB43D02E2E0630AB38B0293E8","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683092,1249774,"ZH",261,2023,11,"November","novembre","Novembre","November","aw405","Freitag","vendredi","Venerdì","Friday",2,"02h-03h","24.11.23"
"1215","0C668CDCE0BF02E2E0630AB38B0293E8","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","true","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683489,1248259,"ZH",261,2023,5,"Mai","mai","Maggio","May","aw406","Samstag","samedi","Sabato","Saturday",15,"15h-16h","06.05.23"
"1216","0C668CDD5D4C02E2E0630AB38B0293E8","at0","Schleuder- oder Selbstunfall","dérapage ou perte de maîtrise","Incidente di sbandamento o per colpa propria","Accident with skidding or self-accident","as2","Unfall mit Schwerverletzten","accident avec blessés graves","Incidente con feriti gravi","Accident with severe injuries","false","false","true","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684190,1247843,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",10,"10h-11h","19.12.23"
"1217","0C668CDD5D9A02E2E0630AB38B0293E8","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2683617,1246835,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw402","Dienstag","mardi","Martedì","Tuesday",11,"11h-12h","19.12.23"
"1218","0C668CDD735A02E2E0630AB38B0293E8","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684077,1250078,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw405","Freitag","vendredi","Venerdì","Friday",12,"12h-13h","01.12.23"
"1219","0C668CDD73FD02E2E0630AB38B0293E8","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","true","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682002,1247620,"ZH",261,2023,11,"November","novembre","Novembre","November","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",12,"12h-13h","29.11.23"
"1220","0C668CDD747502E2E0630AB38B0293E8","at2","Auffahrunfall","accident par tamponnement","Incidente di tamponamento","Accident with rear-end collision","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2682554,1250195,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",18,"18h-19h","20.12.23"
"1221","0C73C038837F02E8E0630AB38B027830","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682537,1247261,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",18,"18h-19h","04.10.23"
"1222","0C73C0389B9202E8E0630AB38B027830","at5","Überqueren der Fahrbahn","accident en traversant une route","Incidente nell'attraversare la carreggiata","Accident when crossing the lane(s)","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2684554,1246008,"ZH",261,2023,10,"Oktober","octobre","Ottobre","October","aw403","Mittwoch","mercredi","Mercoledì","Wednesday",21,"21h-22h","25.10.23"
"1223","0C73C0389E4A02E8E0630AB38B027830","at8","Fussgängerunfall","accident impliquant des piétons","Incidente con pedoni","Accident involving pedestrian(s)","as3","Unfall mit Leichtverletzten","accident avec blessés légers","Incidente con feriti leggeri","Accident with light injuries","true","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2682412,1250132,"ZH",261,2023,8,"August","août","Agosto","August","aw402","Dienstag","mardi","Martedì","Tuesday",5,"05h-06h","01.08.23"
"1224","0C73C038B27C02E8E0630AB38B027830","at1","Überholunfall oder Fahrstreifenwechsel","accident lors d'un dépassement ou lors d'un changement de voie de circulation","Incidente di sorpasso o al cambiamento di corsia","Accident when overtaking or changing lanes","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt432","Hauptstrasse","route principale","Strada principale","Principal road",2681483,1249575,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw405","Freitag","vendredi","Venerdì","Friday",13,"13h-14h","15.12.23"
"1225","0C73C038BE0B02E8E0630AB38B027830","at7","Parkierunfall","accident en parquant","Incidente nel parcheggiare","Accident when parking","as4","Unfall mit Sachschaden","accident avec dommages matériels","Incidente con danni materiali","Accident with property damage","false","false","false","rt433","Nebenstrasse","route secondaire","Strada secondaria","Minor road",2679829,1247766,"ZH",261,2023,12,"Dezember","décembre","Dicembre","December","aw405","Freitag","vendredi","Venerdì","Friday",18,"18h-19h","01.12.23"
